arm,run,series,minute,value,n_requests,engine_port,attainment_window_s
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.2460,45.3146,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.2627,45.8583,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.2794,61.2715,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.2960,68.4812,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.3127,50.2236,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.3294,39.8325,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.3460,34.0531,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.3627,32.4308,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.3794,31.4719,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.3960,36.3200,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.4127,38.2918,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.4294,40.8072,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.4460,36.5301,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.4627,45.3547,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.4794,52.4303,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.4960,52.8094,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.5127,54.9564,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.5294,43.5474,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.5460,51.2032,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.5627,41.4887,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.5794,54.8855,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.5960,55.0103,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.6127,57.9567,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.6294,40.2728,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.6460,32.0091,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.6627,28.8807,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.6794,28.1574,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.6960,27.5779,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.7127,26.8638,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.7294,26.2934,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.7460,25.9591,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.7627,25.7767,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.7794,29.4899,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.7960,37.3948,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.8127,42.4151,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.8294,41.5868,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.8460,48.1438,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.8627,54.9891,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.8794,47.5497,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.8960,41.4126,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.9127,34.5866,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.9294,39.9490,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.9460,38.3898,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.9627,55.2788,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.9794,56.5955,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,37.9960,58.6622,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.0127,48.7772,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.0294,58.8183,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.0460,50.4770,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.0627,52.4134,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.0794,52.7918,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.0960,51.7274,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.1127,47.9753,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.1294,34.8893,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.1460,38.8702,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.1627,36.2629,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.1794,36.8976,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.1960,33.7004,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.2127,45.0526,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.2294,59.3893,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.2460,64.3610,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.2627,49.0431,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.2794,51.4696,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.2960,46.9756,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.3127,42.3962,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.3294,33.6900,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.3460,37.1508,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.3627,36.8787,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.3794,38.7621,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.3960,37.9199,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.4127,37.3391,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.4294,39.3527,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.4460,49.4018,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.4627,94.9226,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.4794,155.1432,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.4960,110.3257,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.5127,56.7508,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.5294,36.9512,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.5460,29.8796,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.5627,30.8552,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.5794,39.8636,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.5960,49.3676,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.6127,64.9242,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.6294,52.6230,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.6460,56.4842,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.6627,64.0656,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.6794,63.9823,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.6960,59.9703,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.7127,59.9986,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.7294,90.8033,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.7460,95.8455,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.7627,89.4034,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.7794,67.9107,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.7960,51.1795,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.8127,40.7796,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.8294,34.7105,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.8460,33.6823,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.8627,40.4800,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.8794,45.8540,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.8960,77.4542,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.9127,73.3817,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.9294,61.4765,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.9460,41.1346,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.9627,34.1932,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.9794,32.1376,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,38.9960,31.5768,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.0127,31.9487,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.0294,33.0283,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.0460,46.5125,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.0627,49.3549,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.0794,48.9730,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.0960,42.2062,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.1127,37.5651,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.1294,42.2610,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.1460,44.8853,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.1627,79.7468,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.1794,119.1881,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.1960,92.0043,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.2127,58.7542,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.2294,43.1133,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.2460,39.1889,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.2627,49.6217,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.2794,70.5120,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.2960,103.4249,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.3127,90.8770,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.3294,54.5540,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.3460,41.3739,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.3627,31.3259,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.3794,29.6131,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.3960,28.6843,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.4127,32.7476,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.4294,35.9929,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.4460,36.0735,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.4627,30.1318,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.4794,26.9456,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.4960,26.2050,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.5127,26.5949,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.5294,32.2745,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.5460,40.3045,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.5627,54.2542,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.5794,52.5195,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.5960,63.0525,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.6127,63.1620,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.6294,49.4611,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.6460,39.1276,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.6627,34.1389,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.6794,41.4790,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.6960,55.4318,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.7127,71.4721,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.7294,53.2411,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.7460,62.2973,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.7627,75.9098,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.7794,74.6118,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.7960,54.1600,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.8127,39.3819,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.8294,42.7416,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.8460,44.9264,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.8627,57.9127,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.8794,52.3409,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.8960,51.6389,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.9127,40.9765,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.9294,46.0812,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.9460,48.4432,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.9627,58.0399,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.9794,58.8661,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,39.9960,58.7621,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.0127,87.3717,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.0294,120.5790,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.0460,220.1869,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.0627,248.2488,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.0794,246.0846,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.0960,109.9012,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.1127,56.5762,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.1294,41.6256,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.1460,34.9693,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.1627,33.9959,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.1794,33.1507,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.1960,31.5682,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.2127,31.0754,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.2294,34.7423,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.2460,43.8545,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.2627,70.9855,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.2794,104.4068,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.2960,62.0865,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.3127,40.6805,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.3294,30.2758,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.3460,28.8425,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.3627,28.4066,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.3794,27.8204,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.3960,27.1624,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.4127,26.6987,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.4294,34.3820,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.4460,56.3591,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.4627,146.2076,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.4794,87.4818,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.4960,48.9308,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.5127,31.8170,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.5294,26.9039,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.5460,26.6908,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.5627,26.5372,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.5794,26.3645,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.5960,28.5900,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.6127,39.7571,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.6294,46.2225,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.6460,55.7873,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.6627,49.3451,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.6794,46.9882,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.6960,42.5583,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.7127,40.6512,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.7294,37.5210,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.7460,41.5348,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.7627,45.1350,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.7794,59.8280,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.7960,46.7072,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.8127,49.7834,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.8294,52.8561,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.8460,53.2813,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.8627,40.2348,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.8794,34.5991,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.8960,44.1983,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.9127,44.8878,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.9294,45.1607,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.9460,43.3845,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.9627,58.8912,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.9794,58.3365,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,40.9960,53.0745,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,41.0127,38.8491,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,41.0294,40.6826,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,41.0460,33.6227,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,41.0627,43.8961,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,41.0794,45.8283,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,41.0960,71.1853,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,41.1127,67.6769,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,41.1294,68.2439,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,41.1460,47.9961,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,41.1627,51.1939,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,41.1794,55.6106,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,41.1960,57.2745,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,41.2127,39.2782,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,41.2294,38.7550,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,41.2460,36.2828,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,41.2627,35.5685,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,41.2794,28.1157,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,41.2960,27.3994,,8002,15.0000
llm-d,260831_2128_exp109r1_llmdslot75_shift,inter_token_latency_ms,41.3127,27.3581,,8002,15.0000
